stage,epoch,stage3_epoch,loss_anom,loss_bal,raw_mean_TCN-AE,raw_std_TCN-AE,z_mean_TCN-AE,z_std_TCN-AE,gate_mean_TCN-AE,raw_mean_GAN,raw_std_GAN,z_mean_GAN,z_std_GAN,gate_mean_GAN,raw_mean_DDPM,raw_std_DDPM,z_mean_DDPM,z_std_DDPM,gate_mean_DDPM
3,66,16,0.04212730750441551,1.5377286672592163,0.08359520882368088,0.06838130950927734,0.10992345958948135,0.9601008892059326,0.24111364781856537,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7582683563232422,0.1976642608642578,0.02993714064359665,0.13687431812286377,0.5987427830696106,0.0006179705378599465
3,67,17,0.02508673071861267,1.5218214988708496,0.08037325739860535,0.06779322773218155,0.06468579918146133,0.9518440365791321,0.24068734049797058,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7586977481842041,0.1973295956850052,0.02991832233965397,0.13018129765987396,0.5983664393424988,0.000614840246271342
3,68,18,0.023531151935458183,1.5502982139587402,0.08091378211975098,0.06751489639282227,0.07227509468793869,0.9479361176490784,0.24034447968006134,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7590435743331909,0.19725221395492554,0.029933717101812363,0.12863335013389587,0.5986743569374084,0.0006119345780462027
3,69,19,0.02264816127717495,1.5948257446289062,0.08409924060106277,0.06735818833112717,0.11700014024972916,0.9457358121871948,0.24009789526462555,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7592928409576416,0.19733931124210358,0.02998555637896061,0.1303752064704895,0.5997111201286316,0.0006091941613703966
3,70,20,0.02904445491731167,1.535529613494873,0.08155909180641174,0.0672980472445488,0.08133530616760254,0.9448915123939514,0.23992499709129333,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7594685554504395,0.19697125256061554,0.02948983758687973,0.12301401793956757,0.5897967219352722,0.0006064636399969459
3,71,21,0.029475310817360878,1.506765604019165,0.07867385447025299,0.06730294227600098,0.040825486183166504,0.9449601769447327,0.23982751369476318,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7595685720443726,0.19654050469398499,0.028834883123636246,0.11439894884824753,0.5766976475715637,0.0006039002328179777
3,72,22,0.02265356108546257,1.5515472888946533,0.07786713540554047,0.06733441352844238,0.029498988762497902,0.9454020857810974,0.23978908360004425,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7596092820167542,0.19638817012310028,0.028541553765535355,0.11135231703519821,0.5708310604095459,0.0006016454426571727
3,73,23,0.024657409638166428,1.5992889404296875,0.07903292775154114,0.06741692870855331,0.04586709290742874,0.9465606212615967,0.23982496559619904,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7595754861831665,0.19628113508224487,0.02829798497259617,0.1092119961977005,0.5659596920013428,0.000599581457208842
3,74,24,0.02854527346789837,1.5178132057189941,0.08035275340080261,0.06743229180574417,0.064397893846035,0.9467763304710388,0.23990005254745483,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7595024704933167,0.19616006314754486,0.02804228849709034,0.10679055750370026,0.5608457326889038,0.0005975459353066981
3,75,25,0.02229169011116028,1.5501065254211426,0.0815834030508995,0.06741472333669662,0.08167685568332672,0.9465296268463135,0.24003151059150696,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7593725919723511,0.19652436673641205,0.028145302087068558,0.11407618224620819,0.5629060864448547,0.0005958984838798642
3,76,26,0.06133294850587845,1.5560170412063599,0.08250904828310013,0.06725329905748367,0.09467315673828125,0.9442632794380188,0.23986011743545532,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7595462799072266,0.1971820890903473,0.028423117473721504,0.1272309124469757,0.5684623718261719,0.0005935770459473133
3,77,27,0.022104302421212196,1.545799732208252,0.08429832011461258,0.06712958961725235,0.11979535222053528,0.9425261616706848,0.23971562087535858,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7596932649612427,0.19733721017837524,0.02849450334906578,0.13033321499824524,0.5698900818824768,0.0005911578191444278
3,78,28,0.02056814543902874,1.5511729717254639,0.0855785608291626,0.06692478805780411,0.13777048885822296,0.9396507740020752,0.23959901928901672,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.75981205701828,0.1973206251859665,0.028674986213445663,0.13000179827213287,0.5734997391700745,0.0005889724125154316
3,79,29,0.019601916894316673,1.5520169734954834,0.08538176119327545,0.06668132543563843,0.13500721752643585,0.9362325072288513,0.23952451348304749,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7598884105682373,0.19755345582962036,0.02892085537314415,0.1346583515405655,0.5784171223640442,0.0005871368921361864
3,80,30,0.021985894069075584,1.599707007408142,0.08437792211771011,0.06658890098333359,0.12091304361820221,0.9349349141120911,0.2395085245370865,0.5179624557495117,0.010749723762273788,-7.09142454979883e-07,0.21499446034431458,0.7599062323570251,0.19820883870124817,0.029262559488415718,0.1477658897638321,0.5852512121200562,0.0005852092290297151
