epoch,GRU-AE,TCN-AE,GAT-AE
35,0.4459264576435089,0.33584943413734436,0.9437265992164612
36,0.4357764720916748,0.32061901688575745,0.9403824806213379
37,0.4255496561527252,0.31608280539512634,0.9370705485343933
38,0.41457170248031616,0.30392515659332275,0.9341674447059631
39,0.40511804819107056,0.2970956563949585,0.9319961667060852
40,0.39390432834625244,0.2867458760738373,0.9305564165115356
41,0.38364386558532715,0.2782980799674988,0.9293404817581177
42,0.374062180519104,0.27024272084236145,0.9276675581932068
43,0.36131250858306885,0.26016610860824585,0.925287127494812
44,0.35206717252731323,0.25274407863616943,0.9224745631217957
45,0.3389902114868164,0.24316053092479706,0.9196925163269043
46,0.32901084423065186,0.2378367781639099,0.9172669053077698
47,0.3180713951587677,0.22908905148506165,0.9152613282203674
48,0.3074510097503662,0.2239517718553543,0.913528561592102
49,0.29706674814224243,0.21766123175621033,0.9118427038192749
50,0.2852559983730316,0.21211816370487213,0.9100221395492554
51,0.2758026719093323,0.20679016411304474,0.9079967737197876
52,0.267123818397522,0.2006811499595642,0.9058132767677307
53,0.259158730506897,0.196652352809906,0.9035916924476624
54,0.2502748370170593,0.19079141318798065,0.9014491438865662
55,0.24203640222549438,0.18615485727787018,0.8994207382202148
56,0.23541919887065887,0.18212635815143585,0.8974264860153198
57,0.22763627767562866,0.17637692391872406,0.8953443765640259
58,0.22041857242584229,0.17295055091381073,0.89314204454422
59,0.21359574794769287,0.1685398519039154,0.89093416929245
60,0.20879806578159332,0.16337354481220245,0.8889012336730957
61,0.20181038975715637,0.16047731041908264,0.8871403932571411
62,0.19706450402736664,0.15495692193508148,0.8855767846107483
63,0.19113700091838837,0.15040327608585358,0.88402259349823
64,0.18769489228725433,0.1468089520931244,0.8823227882385254
65,0.1844634711742401,0.14221955835819244,0.88043612241745
66,0.17916178703308105,0.13863696157932281,0.8783971667289734
67,0.17584797739982605,0.1354152262210846,0.8762486577033997
68,0.17310871183872223,0.13235217332839966,0.8740203380584717
69,0.17007632553577423,0.12933571636676788,0.8717571496963501
70,0.1650310903787613,0.12705136835575104,0.8695319294929504
71,0.16207119822502136,0.12769053876399994,0.8674192428588867
72,0.15901462733745575,0.13438083231449127,0.8654729127883911
73,0.15742367506027222,0.15304219722747803,0.8637195825576782
74,0.15518270432949066,0.15372247993946075,0.8621521592140198
75,0.15380755066871643,0.1236962080001831,0.8607158660888672
76,0.14971259236335754,0.12025207281112671,0.859300434589386
77,0.1493665874004364,0.13100247085094452,0.857787549495697
78,0.1459357887506485,0.11189918965101242,0.8561158180236816
79,0.14357724785804749,0.11831267923116684,0.8543018698692322
80,0.14114108681678772,0.1120486855506897,0.8524007797241211
81,0.141239732503891,0.10854468494653702,0.8504630923271179
82,0.14018940925598145,0.10992293059825897,0.8485217690467834
83,0.13758054375648499,0.10278191417455673,0.8465993404388428
84,0.136031836271286,0.10652051866054535,0.8447083234786987
85,0.13454847037792206,0.09856638312339783,0.84284907579422
86,0.1325756460428238,0.10222316533327103,0.8410220146179199
87,0.13260166347026825,0.09533873200416565,0.8392446041107178
88,0.12984374165534973,0.09797397255897522,0.8375544548034668
89,0.1290520578622818,0.09298599511384964,0.8359862565994263
90,0.12862204015254974,0.09348942339420319,0.8345361351966858
91,0.12661397457122803,0.09078261256217957,0.8331483006477356
92,0.1250947266817093,0.08929937332868576,0.831754744052887
93,0.12489447742700577,0.08867219090461731,0.8303370475769043
94,0.12360385060310364,0.08558686822652817,0.8289263844490051
95,0.12190572172403336,0.08637921512126923,0.8275561928749084
96,0.12072161585092545,0.08251991122961044,0.8262268304824829
97,0.11994665116071701,0.083572618663311,0.8249174356460571
98,0.12077298760414124,0.08026624470949173,0.823615312576294
99,0.11685243993997574,0.08043970167636871,0.8223293423652649
100,0.11775006353855133,0.07847810536623001,0.8210817575454712
