epoch,final_train_loss_at_epoch,sigma_measured,mu_score,floor_hit
100,0.3246714770793915,0.03454253822565079,0.2675008773803711,True
200,0.2528534233570099,0.02969418466091156,0.21563345193862915,True
300,0.22834311425685883,0.027461329475045204,0.1909714788198471,True
